Strain name	Species	Division	Class	Habitat	Strain Link	Species Link
NIVA-CYA 162/3	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1623	https://norcca.scrol.net/species/microcystis-aeruginosa
NIVA-CYA 162/4	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1624	https://norcca.scrol.net/species/microcystis-aeruginosa
NIVA-CYA 163	Spirulina subsalsa	Cyanobacteria	Cyanophyceae	Aqarium, seawater	https://norcca.scrol.net/strain/niva-cya-163	https://norcca.scrol.net/species/spirulina-subsalsa
NIVA-CYA 164	Spirulina subsalsa	Cyanobacteria	Cyanophyceae	Aqarium, seawater	https://norcca.scrol.net/strain/niva-cya-164	https://norcca.scrol.net/species/spirulina-subsalsa
NIVA-CYA 165	Phormidium cf. chalybea	Cyanobacteria	Cyanophyceae	Aqarium, seawater	https://norcca.scrol.net/strain/niva-cya-165	https://norcca.scrol.net/species/phormidium-cf-chalybea
NIVA-CYA 166	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-166	https://norcca.scrol.net/species/microcystis-aeruginosa
NIVA-CYA 168	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-168	https://norcca.scrol.net/species/planktothrix-mougeotii
NIVA-CYA 169/7	Microcystis viridis	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1697	https://norcca.scrol.net/species/microcystis-viridis
NIVA-CYA 169/8	Microcystis viridis	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1698	https://norcca.scrol.net/species/microcystis-viridis
NIVA-CYA 169/9	Microcystis viridis	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1699	https://norcca.scrol.net/species/microcystis-viridis
NIVA-CYA 17	Dolichospermum cf. sigmoideum	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-17	https://norcca.scrol.net/species/dolichospermum-cf-sigmoideum
NIVA-CYA 171/10	Microcystis botrys	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-17110	https://norcca.scrol.net/species/microcystis-botrys
NIVA-CYA 172/5	Microcystis sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1725	https://norcca.scrol.net/species/microcystis-sp
NIVA-CYA 173	Oscillatoria cf. major	Cyanobacteria	Cyanophyceae	Freshwater, pond	https://norcca.scrol.net/strain/niva-cya-173	https://norcca.scrol.net/species/oscillatoria-cf-major
NIVA-CYA 174	Kamptonema cf. formosum	Cyanobacteria	Cyanophyceae	Brackish	https://norcca.scrol.net/strain/niva-cya-174	https://norcca.scrol.net/species/kamptonema-cf-formosum
NIVA-CYA 175	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Melt water pond	https://norcca.scrol.net/strain/niva-cya-175	https://norcca.scrol.net/species/pseudanabaena-sp
NIVA-CYA 176	Phormidium sp.	Cyanobacteria	Cyanophyceae	Block scree, rock surface, lithophytic community	https://norcca.scrol.net/strain/niva-cya-176	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 177	Phormidium sp.	Cyanobacteria	Cyanophyceae	Gravel surface	https://norcca.scrol.net/strain/niva-cya-177	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 18	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-18	https://norcca.scrol.net/species/planktothrix-prolifica
NIVA-CYA 180	Phormidium sp.	Cyanobacteria	Cyanophyceae	Dorit gravel, soil community.	https://norcca.scrol.net/strain/niva-cya-180	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 181	Phormidium sp.	Cyanobacteria	Cyanophyceae	Sandy soil	https://norcca.scrol.net/strain/niva-cya-181	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 183	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-183	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 184	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-184	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 185	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-185	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 186	Leptolyngbya sp.	Cyanobacteria	Cyanophyceae	Irrigated silt.	https://norcca.scrol.net/strain/niva-cya-186	https://norcca.scrol.net/species/leptolyngbya-sp
NIVA-CYA 187	Synechococcus elongatus	Cyanobacteria	Cyanophyceae	Ravine, on detritus	https://norcca.scrol.net/strain/niva-cya-187	https://norcca.scrol.net/species/synechococcus-elongatus
NIVA-CYA 189	Unidentified Microchaetaceae species	Cyanobacteria	Cyanophyceae	Sandy soil	https://norcca.scrol.net/strain/niva-cya-189	https://norcca.scrol.net/species/unidentified-microchaetaceae-species
NIVA-CYA 19	Trichormus variabilis	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-19	https://norcca.scrol.net/species/trichormus-variabilis
NIVA-CYA 190	Nostoc sp.	Cyanobacteria	Cyanophyceae	Block scree, rock surface, lithophytic community	https://norcca.scrol.net/strain/niva-cya-190	https://norcca.scrol.net/species/nostoc-sp
NIVA-CYA 191	Nostoc sp.	Cyanobacteria	Cyanophyceae	Diorite gravel, soil community	https://norcca.scrol.net/strain/niva-cya-191	https://norcca.scrol.net/species/nostoc-sp
NIVA-CYA 192	Nostoc sp.	Cyanobacteria	Cyanophyceae	Diorite gravel, soil community	https://norcca.scrol.net/strain/niva-cya-192	https://norcca.scrol.net/species/nostoc-sp
NIVA-CYA 194	Nostoc sp.	Cyanobacteria	Cyanophyceae	Sandy soil	https://norcca.scrol.net/strain/niva-cya-194	https://norcca.scrol.net/species/nostoc-sp
NIVA-CYA 195	Nostoc sp.	Cyanobacteria	Cyanophyceae	Rivulet	https://norcca.scrol.net/strain/niva-cya-195	https://norcca.scrol.net/species/nostoc-sp
NIVA-CYA 197	Nostoc sp.	Cyanobacteria	Cyanophyceae	Flushed moraine	https://norcca.scrol.net/strain/niva-cya-197	https://norcca.scrol.net/species/nostoc-sp
NIVA-CYA 198	Leptolyngbya sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-198	https://norcca.scrol.net/species/leptolyngbya-sp
NIVA-CYA 199	Merismopedia angularis	Cyanobacteria	Cyanophyceae	Terrestrial, wet soil	https://norcca.scrol.net/strain/niva-cya-199	https://norcca.scrol.net/species/merismopedia-angularis
NIVA-CYA 2	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2	https://norcca.scrol.net/species/pseudanabaena-sp
NIVA-CYA 20	Synechococcus nidulans	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-20	https://norcca.scrol.net/species/synechococcus-nidulans
NIVA-CYA 201	Phormidium tergestinum	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-201	https://norcca.scrol.net/species/phormidium-tergestinum
NIVA-CYA 202	Kamptonema cf. animale	Cyanobacteria	Cyanophyceae	Recent moraine	https://norcca.scrol.net/strain/niva-cya-202	https://norcca.scrol.net/species/kamptonema-cf-animale
NIVA-CYA 203	Phormidium sp.	Cyanobacteria	Cyanophyceae	Recent moraine.	https://norcca.scrol.net/strain/niva-cya-203	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 204	Leptolyngbya sp.	Cyanobacteria	Cyanophyceae	Recent moraine.	https://norcca.scrol.net/strain/niva-cya-204	https://norcca.scrol.net/species/leptolyngbya-sp
NIVA-CYA 205	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-cya-205	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 206	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-cya-206	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 207	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-cya-207	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 208	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-cya-208	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 209	Lyngbya sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-209	https://norcca.scrol.net/species/lyngbya-sp
NIVA-CYA 21	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Brackish	https://norcca.scrol.net/strain/niva-cya-21	https://norcca.scrol.net/species/planktothrix-agardhii
NIVA-CYA 210	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-210	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 211	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-211	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 212	Chroococcus sp.	Cyanobacteria	Cyanophyceae	soil	https://norcca.scrol.net/strain/niva-cya-212	https://norcca.scrol.net/species/chroococcus-sp
NIVA-CYA 213	Geitlerinema splendidum	Cyanobacteria	Cyanophyceae	Terrestic	https://norcca.scrol.net/strain/niva-cya-213	https://norcca.scrol.net/species/geitlerinema-splendidum
NIVA-CYA 214	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestic	https://norcca.scrol.net/strain/niva-cya-214	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 217	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-217	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 218	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-cya-218	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 219/1	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-2191	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 219/2	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-2192	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 22	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-22	https://norcca.scrol.net/species/microcystis-aeruginosa
NIVA-CYA 220	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-220	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 221	Leptolyngbya sp.	Cyanobacteria	Cyanophyceae	Freshwater, brook	https://norcca.scrol.net/strain/niva-cya-221	https://norcca.scrol.net/species/leptolyngbya-sp
NIVA-CYA 222	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater, brook	https://norcca.scrol.net/strain/niva-cya-222	https://norcca.scrol.net/species/pseudanabaena-sp
NIVA-CYA 223	Dolichospermum flos-aquae	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-223	https://norcca.scrol.net/species/dolichospermum-flos-aquae
NIVA-CYA 224	Oscillatoria sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-224	https://norcca.scrol.net/species/oscillatoria-sp
NIVA-CYA 225	Cylindrospermopsis raciborskii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-225	https://norcca.scrol.net/species/cylindrospermopsis-raciborskii
NIVA-CYA 226/1	Dolichospermum spiroides	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2261	https://norcca.scrol.net/species/dolichospermum-spiroides
NIVA-CYA 226/2	Dolichospermum spiroides	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2262	https://norcca.scrol.net/species/dolichospermum-spiroides
NIVA-CYA 227	Nodularia cf. harveyana	Cyanobacteria	Cyanophyceae	Brackish	https://norcca.scrol.net/strain/niva-cya-227	https://norcca.scrol.net/species/nodularia-cf-harveyana
NIVA-CYA 228/1	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater, mud sample	https://norcca.scrol.net/strain/niva-cya-2281	https://norcca.scrol.net/species/microcystis-aeruginosa
NIVA-CYA 228/2	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater, mud sample	https://norcca.scrol.net/strain/niva-cya-2282	https://norcca.scrol.net/species/microcystis-aeruginosa
NIVA-CYA 228/3	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater, mud sample	https://norcca.scrol.net/strain/niva-cya-2283	https://norcca.scrol.net/species/microcystis-aeruginosa
NIVA-CYA 228/4	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater, mud sample	https://norcca.scrol.net/strain/niva-cya-2284	https://norcca.scrol.net/species/microcystis-aeruginosa
NIVA-CYA 229	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-229	https://norcca.scrol.net/species/planktothrix-agardhii
NIVA-CYA 23	Phormidium uncinatum	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-23	https://norcca.scrol.net/species/phormidium-uncinatum
NIVA-CYA 230	Cyanobium sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-230	https://norcca.scrol.net/species/cyanobium-sp
NIVA-CYA 231	Pseudanabaena redekei	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-231	https://norcca.scrol.net/species/pseudanabaena-redekei
NIVA-CYA 232	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-232	https://norcca.scrol.net/species/planktothrix-agardhii
NIVA-CYA 233	Anabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-233	https://norcca.scrol.net/species/anabaena-sp
NIVA-CYA 234	Nostoc sp.	Cyanobacteria	Cyanophyceae	Freshwater,	https://norcca.scrol.net/strain/niva-cya-234	https://norcca.scrol.net/species/nostoc-sp
NIVA-CYA 235	Nostoc sp.	Cyanobacteria	Cyanophyceae	Freshwater,	https://norcca.scrol.net/strain/niva-cya-235	https://norcca.scrol.net/species/nostoc-sp
NIVA-CYA 237	Chroococcus turgidus	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-237	https://norcca.scrol.net/species/chroococcus-turgidus
NIVA-CYA 238	Nostoc sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-238	https://norcca.scrol.net/species/nostoc-sp
NIVA-CYA 239	Leptolyngbya cf. tenuis	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-239	https://norcca.scrol.net/species/leptolyngbya-cf-tenuis
NIVA-CYA 24	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-24	https://norcca.scrol.net/species/planktothrix-prolifica
NIVA-CYA 240/1	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-2401	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 241	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-241	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 242	Snowella lacustris	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-242	https://norcca.scrol.net/species/snowella-lacustris
NIVA-CYA 245	Cylindrospermum sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-245	https://norcca.scrol.net/species/cylindrospermum-sp
NIVA-CYA 246	Anabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-246	https://norcca.scrol.net/species/anabaena-sp
NIVA-CYA 247	Anabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-247	https://norcca.scrol.net/species/anabaena-sp
NIVA-CYA 248	Oscillatoria sancta	Cyanobacteria	Cyanophyceae	Stream	https://norcca.scrol.net/strain/niva-cya-248	https://norcca.scrol.net/species/oscillatoria-sancta
NIVA-CYA 249	Oscillatoria sancta	Cyanobacteria	Cyanophyceae	Stream	https://norcca.scrol.net/strain/niva-cya-249	https://norcca.scrol.net/species/oscillatoria-sancta
NIVA-CYA 25	Leptolyngbya tenuis	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-25	https://norcca.scrol.net/species/leptolyngbya-tenuis
NIVA-CYA 250/3	Phormidium sp.	Cyanobacteria	Cyanophyceae	Stream	https://norcca.scrol.net/strain/niva-cya-2503	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 251	Unidentified chroococcal species	Cyanophyta	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-251	https://norcca.scrol.net/species/unidentified-chroococcal-species
NIVA-CYA 252	Unidentified chroococcal species	Cyanophyta	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-252	https://norcca.scrol.net/species/unidentified-chroococcal-species
NIVA-CYA 253	Spirulina major	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-253	https://norcca.scrol.net/species/spirulina-major
NIVA-CYA 254	Lyngbya sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-254	https://norcca.scrol.net/species/lyngbya-sp
NIVA-CYA 255	Leptolyngbya sp.	Cyanobacteria	Cyanophyceae	Soil, rice field	https://norcca.scrol.net/strain/niva-cya-255	https://norcca.scrol.net/species/leptolyngbya-sp
NIVA-CYA 256	Unidentified trichal species			Terrestric	https://norcca.scrol.net/strain/niva-cya-256	https://norcca.scrol.net/species/unidentified-trichal-species
NIVA-CYA 257	Katagnymene accurata	Cyanobacteria	Cyanophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-cya-257	https://norcca.scrol.net/species/katagnymene-accurata
NIVA-CYA 258/1	Cyanothece aeruginosa	Cyanobacteria	Cyanophyceae	Gravel,	https://norcca.scrol.net/strain/niva-cya-2581	https://norcca.scrol.net/species/cyanothece-aeruginosa
NIVA-CYA 259	Plectonema sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-259	https://norcca.scrol.net/species/plectonema-sp
NIVA-CYA 26	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-26	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 260	Microcoleus cf. amoenus	Cyanobacteria	Cyanophyceae	Bryophyte vegetation	https://norcca.scrol.net/strain/niva-cya-260	https://norcca.scrol.net/species/microcoleus-cf-amoenus
NIVA-CYA 261/1	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2611	https://norcca.scrol.net/species/tychonema-bourrellyi
NIVA-CYA 261/2	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2612	https://norcca.scrol.net/species/tychonema-bourrellyi
NIVA-CYA 262	Nostoc sp.	Cyanobacteria	Cyanophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-cya-262	https://norcca.scrol.net/species/nostoc-sp
NIVA-CYA 263/2	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2632	https://norcca.scrol.net/species/planktothrix-mougeotii
NIVA-CYA 264	Microcystis botrys	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-264	https://norcca.scrol.net/species/microcystis-botrys
NIVA-CYA 265/1	Tychonema bornetii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2651	https://norcca.scrol.net/species/tychonema-bornetii
NIVA-CYA 265/5	Tychonema bornetii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2655	https://norcca.scrol.net/species/tychonema-bornetii
NIVA-CYA 266/1	Anabaena lemmermannii var. minor	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2661	https://norcca.scrol.net/species/anabaena-lemmermannii-var-minor
NIVA-CYA 267/4	Dolichospermum flos-aquae	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2674	https://norcca.scrol.net/species/dolichospermum-flos-aquae
NIVA-CYA 269/2	Dolichospermum flos-aquae	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2692	https://norcca.scrol.net/species/dolichospermum-flos-aquae
NIVA-CYA 269/6	Dolichospermum flos-aquae	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2696	https://norcca.scrol.net/species/dolichospermum-flos-aquae
NIVA-CYA 27	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater, benthic	https://norcca.scrol.net/strain/niva-cya-27	https://norcca.scrol.net/species/phormidium-sp
NIVA-CYA 270/1	Dolichospermum lemmermannii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2701	https://norcca.scrol.net/species/dolichospermum-lemmermannii
NIVA-CYA 270/2	Dolichospermum lemmermannii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2702	https://norcca.scrol.net/species/dolichospermum-lemmermannii
