Species in NORCCA	scientific_name	Link to NORCCA website	AphiaID	Match type
Pseudanabaena cf. brunnei	Pseudanabaena brunnei	https://norcca.scrol.net/species/Pseudanabaena-cf-brunnei		
Pseudanabaena limnetica	Pseudanabaena limnetica	https://norcca.scrol.net/species/Pseudanabaena-limnetica	177590	exact
Pseudanabaena redekei	Pseudanabaena redekei	https://norcca.scrol.net/species/Pseudanabaena-redekei	836849	exact
Pseudanabaena sp.				
Pseudendoclonium basiliense Vischer var. brandii	Pseudendoclonium basiliense Vischer var. brandii	https://norcca.scrol.net/species/Pseudendoclonium-basiliense-Vischer-var-brandii		
Pseudendoclonium dynamenae	Pseudendoclonium dynamenae	https://norcca.scrol.net/species/Pseudendoclonium-dynamenae	156367	exact
Pseudendoclonium fucicola	Pseudendoclonium fucicola	https://norcca.scrol.net/species/Pseudendoclonium-fucicola	156368	exact
Pseudendoclonium submarinum	Pseudendoclonium submarinum	https://norcca.scrol.net/species/Pseudendoclonium-submarinum	144879	exact
Pseudo-nitzschia cf. turgidula	Pseudo-nitzschia turgidula	https://norcca.scrol.net/species/Pseudo-nitzschia-cf-turgidula	246609	exact
Pseudo-nitzschia delicatissima-group				
Pseudo-nitzschia granii	Pseudo-nitzschia granii	https://norcca.scrol.net/species/Pseudo-nitzschia-granii	375883	exact
Pseudo-nitzschia sp.				
Pseudochattonella farcimen	Pseudochattonella farcimen	https://norcca.scrol.net/species/Pseudochattonella-farcimen	531467	exact
Pseudochattonella verruculosa	Pseudochattonella verruculosa	https://norcca.scrol.net/species/Pseudochattonella-verruculosa	531446	exact
Pseudochattonella verruculosa	Pseudochattonella verruculosa	https://norcca.scrol.net/species/Pseudochattonella-verruculosa	531446	exact
Pseudococcomyxa chodatii	Pseudococcomyxa chodatii	https://norcca.scrol.net/species/Pseudococcomyxa-chodatii	1379956	exact
Pseudodictyon porphyrae	Pseudodictyon porphyrae	https://norcca.scrol.net/species/Pseudodictyon-porphyrae	844681	exact
Pseudoisochrysis paradoxa	Pseudoisochrysis paradoxa	https://norcca.scrol.net/species/Pseudoisochrysis-paradoxa	658407	exact
Pseudokirchneriella inclinata	Pseudokirchneriella inclinata	https://norcca.scrol.net/species/Pseudokirchneriella-inclinata	627310	match_quarantine
Pseudokirchneriella sp.				
Pseudokirchneriella valida	Pseudokirchneriella valida	https://norcca.scrol.net/species/Pseudokirchneriella-valida	627320	match_quarantine
Pseudokirchneriella van-goori	Pseudokirchneriella van-goori	https://norcca.scrol.net/species/Pseudokirchneriella-van-goori	627321	match_quarantine
Pseudokirchneriella van-goori var. decussata	Pseudokirchneriella van-goori var. decussata	https://norcca.scrol.net/species/Pseudokirchneriella-van-goori-var-decussata		
Pseudopediastrum boryanum	Pseudopediastrum boryanum	https://norcca.scrol.net/species/Pseudopediastrum-boryanum	621601	exact
Pseudopedinella pyriformis	Pseudopedinella pyriformis	https://norcca.scrol.net/species/Pseudopedinella-pyriformis	160600	exact
Pseudoscourfieldia marina	Pseudoscourfieldia marina	https://norcca.scrol.net/species/Pseudoscourfieldia-marina	134566	exact
Pterosperma sp.				
Pterothamnion plumula	Pterothamnion plumula	https://norcca.scrol.net/species/Pterothamnion-plumula	144683	exact
Punctaria latifolia	Punctaria latifolia	https://norcca.scrol.net/species/Punctaria-latifolia	145346	exact
Punctaria tenuissima	Punctaria tenuissima	https://norcca.scrol.net/species/Punctaria-tenuissima	145348	exact
Pycnococcus provasolii	Pycnococcus provasolii	https://norcca.scrol.net/species/Pycnococcus-provasolii	376073	exact
Pylaiella littoralis	Pylaiella littoralis	https://norcca.scrol.net/species/Pylaiella-littoralis	157188	exact
Pylaiella varia	Pylaiella varia	https://norcca.scrol.net/species/Pylaiella-varia	371077	exact
Pyramimonas cirolanae	Pyramimonas cirolanae	https://norcca.scrol.net/species/Pyramimonas-cirolanae	495421	exact
Pyramimonas disomata	Pyramimonas disomata	https://norcca.scrol.net/species/Pyramimonas-disomata	495333	exact
Pyramimonas formosa	Pyramimonas formosa	https://norcca.scrol.net/species/Pyramimonas-formosa	495344	exact
Pyramimonas gorlestonae	Pyramimonas gorlestonae	https://norcca.scrol.net/species/Pyramimonas-gorlestonae	638421	exact
Pyramimonas grossii	Pyramimonas grossii	https://norcca.scrol.net/species/Pyramimonas-grossii	495352	exact
Pyramimonas mantoniae	Pyramimonas mantoniae	https://norcca.scrol.net/species/Pyramimonas-mantoniae	495477	exact
Pyramimonas melkonianii	Pyramimonas melkonianii	https://norcca.scrol.net/species/Pyramimonas-melkonianii	643529	exact
Pyramimonas mitra	Pyramimonas mitra	https://norcca.scrol.net/species/Pyramimonas-mitra	495482	exact
Pyramimonas moestrupii	Pyramimonas moestrupii	https://norcca.scrol.net/species/Pyramimonas-moestrupii	495381	exact
Pyramimonas octopus	Pyramimonas octopus	https://norcca.scrol.net/species/Pyramimonas-octopus	495382	exact
Pyramimonas olivacea	Pyramimonas olivacea	https://norcca.scrol.net/species/Pyramimonas-olivacea	495346	exact
Pyramimonas orientalis	Pyramimonas orientalis	https://norcca.scrol.net/species/Pyramimonas-orientalis	547692	exact
Pyramimonas parkeae	Pyramimonas parkeae	https://norcca.scrol.net/species/Pyramimonas-parkeae	495287	exact
Pyramimonas plurioculata	Pyramimonas plurioculata	https://norcca.scrol.net/species/Pyramimonas-plurioculata	376701	exact
Pyramimonas propulsa	Pyramimonas propulsa	https://norcca.scrol.net/species/Pyramimonas-propulsa	495347	exact
Pyramimonas sp.				
Pyramimonas tetrarhynchus	Pyramimonas tetrarhynchus	https://norcca.scrol.net/species/Pyramimonas-tetrarhynchus	495194	exact
Pyramimonas tychotreta	Pyramimonas tychotreta	https://norcca.scrol.net/species/Pyramimonas-tychotreta	495343	exact
Pyrocystis lunula	Pyrocystis lunula	https://norcca.scrol.net/species/Pyrocystis-lunula	164053	exact
Pyrocystis pseudonoctiluca	Pyrocystis pseudonoctiluca	https://norcca.scrol.net/species/Pyrocystis-pseudonoctiluca	573782	exact
Raphidiopsis curvata	Raphidiopsis curvata	https://norcca.scrol.net/species/Raphidiopsis-curvata	656423	exact
Raphidocelis inclinata var. serialis	Raphidocelis inclinata var. serialis	https://norcca.scrol.net/species/Raphidocelis-inclinata-var-serialis	672243	exact
Raphidocelis subcapitata	Raphidocelis subcapitata	https://norcca.scrol.net/species/Raphidocelis-subcapitata	610914	exact
Rhabdogloea cf. linearis	Rhabdogloea linearis	https://norcca.scrol.net/species/Rhabdogloea-cf-linearis	177454	exact
Rhinomonas nottbecki	Rhinomonas nottbecki	https://norcca.scrol.net/species/Rhinomonas-nottbecki		
Rhodomonas baltica	Rhodomonas baltica	https://norcca.scrol.net/species/Rhodomonas-baltica	106313	exact
Rhodomonas lacustris	Rhodomonas lacustris	https://norcca.scrol.net/species/Rhodomonas-lacustris	248151	exact
Rhodomonas marina	Rhodomonas marina	https://norcca.scrol.net/species/Rhodomonas-marina	106314	exact
Rhodomonas salina	Rhodomonas salina	https://norcca.scrol.net/species/Rhodomonas-salina	106316	exact
Rhodomonas sp.				
Rhodothamniella floridula	Rhodothamniella floridula	https://norcca.scrol.net/species/Rhodothamniella-floridula	145777	exact
Ruthnielsenia tenuis	Ruthnielsenia tenuis	https://norcca.scrol.net/species/Ruthnielsenia-tenuis	376497	exact
Ruttnera lamellosa	Ruttnera lamellosa	https://norcca.scrol.net/species/Ruttnera-lamellosa	836862	exact
Scenedesmus sp.				
Schizogonium sp.				
Schizomeris sp.				
Scrippsiella acuminata	Scrippsiella acuminata	https://norcca.scrol.net/species/Scrippsiella-acuminata	1321853	exact
Scrippsiella donghaiensis	Scrippsiella donghaiensis	https://norcca.scrol.net/species/Scrippsiella-donghaiensis	623453	near_1
Scrippsiella erinaceus	Scrippsiella erinaceus	https://norcca.scrol.net/species/Scrippsiella-erinaceus	836840	exact
Scrippsiella lachrymosa	Scrippsiella lachrymosa	https://norcca.scrol.net/species/Scrippsiella-lachrymosa	110168	exact
Scrippsiella sp.				
Scrippsiella trochoidea var. aciculifera	Scrippsiella trochoidea var. aciculifera	https://norcca.scrol.net/species/Scrippsiella-trochoidea-var-aciculifera	672261	match_quarantine
Scytonema sp.				
Scytosiphon lomentaria	Scytosiphon lomentaria	https://norcca.scrol.net/species/Scytosiphon-lomentaria	145869	exact
Selenastrum bibraianum	Selenastrum bibraianum	https://norcca.scrol.net/species/Selenastrum-bibraianum	577758	exact
Selenastrum sp.				
Shionodiscus bioculatus	Shionodiscus bioculatus	https://norcca.scrol.net/species/Shionodiscus-bioculatus	841633	exact
Skeletonema dohrnii	Skeletonema dohrnii	https://norcca.scrol.net/species/Skeletonema-dohrnii	489112	exact
Skeletonema japonicum	Skeletonema japonicum	https://norcca.scrol.net/species/Skeletonema-japonicum	376666	exact
Skeletonema marinoi	Skeletonema marinoi	https://norcca.scrol.net/species/Skeletonema-marinoi	376667	exact
Skeletonema pseudocostatum	Skeletonema pseudocostatum	https://norcca.scrol.net/species/Skeletonema-pseudocostatum	375916	exact
Skeletonema sp.				
Skeletonema tropicum	Skeletonema tropicum	https://norcca.scrol.net/species/Skeletonema-tropicum	395044	exact
Snowella lacustris	Snowella lacustris	https://norcca.scrol.net/species/Snowella-lacustris	146645	exact
Sphaerocystis schroeteri	Sphaerocystis schroeteri	https://norcca.scrol.net/species/Sphaerocystis-schroeteri	248170	exact
Sphaerospermopsis aphanizomenoides	Sphaerospermopsis aphanizomenoides	https://norcca.scrol.net/species/Sphaerospermopsis-aphanizomenoides	624220	exact
Sphaerospermopsis cf. reniformis				
Sphaerospermopsis reniformis	Sphaerospermopsis reniformis	https://norcca.scrol.net/species/Sphaerospermopsis-reniformis	624219	exact
Sphaerozosma sp.				
Spiniferodinium limneticum	Spiniferodinium limneticum	https://norcca.scrol.net/species/Spiniferodinium-limneticum	1380164	exact
Spiniferodinium palustre	Spiniferodinium palustre	https://norcca.scrol.net/species/Spiniferodinium-palustre	1380165	exact
Spirogyra singularis	Spirogyra singularis	https://norcca.scrol.net/species/Spirogyra-singularis	609404	exact
Spirogyra sp.				
Spirulina major	Spirulina major	https://norcca.scrol.net/species/Spirulina-major	660933	exact
Spirulina subsalsa	Spirulina subsalsa	https://norcca.scrol.net/species/Spirulina-subsalsa	660753	exact
Spondylosium secedens	Spondylosium secedens	https://norcca.scrol.net/species/Spondylosium-secedens	609112	exact
Stanieria sp.				
Staurastrum cf. boreale	Staurastrum boreale	https://norcca.scrol.net/species/Staurastrum-cf-boreale	611264	exact
Staurastrum gracile	Staurastrum gracile	https://norcca.scrol.net/species/Staurastrum-gracile	509596	exact
Staurastrum hexacerum	Staurastrum hexacerum	https://norcca.scrol.net/species/Staurastrum-hexacerum	578393	exact
Staurastrum leptocladum var. cornutum	Staurastrum leptocladum var. cornutum	https://norcca.scrol.net/species/Staurastrum-leptocladum-var-cornutum	670977	exact
Staurastrum pingue	Staurastrum pingue	https://norcca.scrol.net/species/Staurastrum-pingue	609209	exact
Staurastrum sp.				
Staurodesmus cf. patens	Staurodesmus patens	https://norcca.scrol.net/species/Staurodesmus-cf-patens	609279	exact
Stichococcus bacillaris	Stichococcus bacillaris	https://norcca.scrol.net/species/Stichococcus-bacillaris	145715	exact
Stictyosiphon soriferus	Stictyosiphon soriferus	https://norcca.scrol.net/species/Stictyosiphon-soriferus	145354	exact
Stictyosiphon tortilis	Stictyosiphon tortilis	https://norcca.scrol.net/species/Stictyosiphon-tortilis	145355	exact
Stigeoclonium sp.				
Stigonema cf. turfaceum	Stigonema turfaceum	https://norcca.scrol.net/species/Stigonema-cf-turfaceum	616819	exact
Storeatula sp.				
Stragularia clavata	Stragularia clavata	https://norcca.scrol.net/species/Stragularia-clavata	145002	exact
Streblonema zanardinii	Streblonema zanardinii	https://norcca.scrol.net/species/Streblonema-zanardinii	145474	exact
Stylonema alsidii	Stylonema alsidii	https://norcca.scrol.net/species/Stylonema-alsidii	145688	exact
Symbiodinium sp.				
Symploca sp.				
Symplocastrum muelleri	Symplocastrum muelleri	https://norcca.scrol.net/species/Symplocastrum-muelleri	619681	exact
Syncoryne reinkei	Syncoryne reinkei	https://norcca.scrol.net/species/Syncoryne-reinkei	144883	exact
Synechococcus cf. rhodobaktron	Synechococcus rhodobaktron	https://norcca.scrol.net/species/Synechococcus-cf-rhodobaktron	614829	exact
Synechococcus elongatus	Synechococcus elongatus	https://norcca.scrol.net/species/Synechococcus-elongatus	610181	exact
Synechococcus nidulans	Synechococcus nidulans	https://norcca.scrol.net/species/Synechococcus-nidulans	614828	exact
Synechococcus sp.				
Synedra rumpens var. familiaris	Synedra rumpens var. familiaris	https://norcca.scrol.net/species/Synedra-rumpens-var-familiaris	172389	exact
Synedropsis hyperborea	Synedropsis hyperborea	https://norcca.scrol.net/species/Synedropsis-hyperborea	573617	exact
Synura curtispina	Synura curtispina	https://norcca.scrol.net/species/Synura-curtispina	610052	exact
Synura echinulata	Synura echinulata	https://norcca.scrol.net/species/Synura-echinulata	610053	exact
Synura glabra	Synura glabra	https://norcca.scrol.net/species/Synura-glabra	701004	exact
Synura petersenii	Synura petersenii	https://norcca.scrol.net/species/Synura-petersenii	571647	exact
Synura sp.				
Synura uvella	Synura uvella	https://norcca.scrol.net/species/Synura-uvella	178595	exact
Tapinothrix violacea	Tapinothrix violacea	https://norcca.scrol.net/species/Tapinothrix-violacea	625826	exact
Teleaulax acuta	Teleaulax acuta	https://norcca.scrol.net/species/Teleaulax-acuta	106305	exact
Teleaulax amphioxeia	Teleaulax amphioxeia	https://norcca.scrol.net/species/Teleaulax-amphioxeia	106306	exact
Tellamia contorta	Tellamia contorta	https://norcca.scrol.net/species/Tellamia-contorta	144884	exact
Tetracystis sp.(?)				
Tetradesmus cf. dimorphus	Tetradesmus dimorphus	https://norcca.scrol.net/species/Tetradesmus-cf-dimorphus	1369784	exact
Tetradesmus lagerheimii	Tetradesmus lagerheimii	https://norcca.scrol.net/species/Tetradesmus-lagerheimii	1289276	exact
Tetradesmus obliquus	Tetradesmus obliquus	https://norcca.scrol.net/species/Tetradesmus-obliquus	1359367	exact
Tetradesmus obtusus	Tetradesmus obtusus	https://norcca.scrol.net/species/Tetradesmus-obtusus		
Tetraëdron minimum	Tetraëdron minimum	https://norcca.scrol.net/species/Tetraëdron-minimum	178956	exact
Tetraselmis aff. maculata	Tetraselmis maculata	https://norcca.scrol.net/species/Tetraselmis-aff-maculata	376157	exact
Tetraselmis contracta	Tetraselmis contracta	https://norcca.scrol.net/species/Tetraselmis-contracta	134544	exact
Tetraselmis levis	Tetraselmis levis	https://norcca.scrol.net/species/Tetraselmis-levis	376156	exact
Tetraselmis marina	Tetraselmis marina	https://norcca.scrol.net/species/Tetraselmis-marina	376158	exact
Tetraselmis sp.				
Tetraselmis subcordiformis	Tetraselmis subcordiformis	https://norcca.scrol.net/species/Tetraselmis-subcordiformis	495338	exact
Tetraselmis suecica	Tetraselmis suecica	https://norcca.scrol.net/species/Tetraselmis-suecica	163447	exact
Tetraselmis verrucosa	Tetraselmis verrucosa	https://norcca.scrol.net/species/Tetraselmis-verrucosa	376160	exact
Tetraselmis wettsteinii	Tetraselmis wettsteinii	https://norcca.scrol.net/species/Tetraselmis-wettsteinii	376358	exact
Thalassiosira allenii	Thalassiosira allenii	https://norcca.scrol.net/species/Thalassiosira-allenii	573627	exact
Thalassiosira delicatula	Thalassiosira delicatula	https://norcca.scrol.net/species/Thalassiosira-delicatula	555264	exact
Thalassiosira gravida	Thalassiosira gravida	https://norcca.scrol.net/species/Thalassiosira-gravida	149102	exact
Thalassiosira hispida	Thalassiosira hispida	https://norcca.scrol.net/species/Thalassiosira-hispida	625490	exact
Thalassiosira nordenskioeldii	Thalassiosira nordenskioeldii	https://norcca.scrol.net/species/Thalassiosira-nordenskioeldii	148931	exact
Thalassiosira pseudonana	Thalassiosira pseudonana	https://norcca.scrol.net/species/Thalassiosira-pseudonana	148934	exact
Thalassiosira punctifera	Thalassiosira punctifera	https://norcca.scrol.net/species/Thalassiosira-punctifera	708714	exact
Thalassiosira sp.				
Thecadinium kofoidii	Thecadinium kofoidii	https://norcca.scrol.net/species/Thecadinium-kofoidii	110273	exact
Theleodinium calcisporum	Theleodinium calcisporum	https://norcca.scrol.net/species/Theleodinium-calcisporum	839945	exact
Thoracosphaera heimii	Thoracosphaera heimii	https://norcca.scrol.net/species/Thoracosphaera-heimii	110277	exact
Tisochrysis sp.				
Tolypothrix sp. ?				
Tovellia aveirensis	Tovellia aveirensis	https://norcca.scrol.net/species/Tovellia-aveirensis	840837	exact
Tovellia coronata	Tovellia coronata	https://norcca.scrol.net/species/Tovellia-coronata	619818	exact
Tovellia leopoliensis	Tovellia leopoliensis	https://norcca.scrol.net/species/Tovellia-leopoliensis	577247	exact
Trachelomonas sp.				
Trentepohlia sp.				
Tribonema aequale	Tribonema aequale	https://norcca.scrol.net/species/Tribonema-aequale	616597	match_quarantine
Tribonema minus	Tribonema minus	https://norcca.scrol.net/species/Tribonema-minus	610084	exact
Tribonema regulare	Tribonema regulare	https://norcca.scrol.net/species/Tribonema-regulare	422908	exact
Tribonema sp.				
Tribonema vulgare	Tribonema vulgare	https://norcca.scrol.net/species/Tribonema-vulgare	577560	exact
Trichormus variabilis	Trichormus variabilis	https://norcca.scrol.net/species/Trichormus-variabilis	146661	exact
Trichothyra irregularis	Trichothyra irregularis	https://norcca.scrol.net/species/Trichothyra-irregularis	373218	exact
Tychonema bornetii	Tychonema bornetii	https://norcca.scrol.net/species/Tychonema-bornetii	177615	exact
Tychonema bornetii var. intermedia	Tychonema bornetii var. intermedia	https://norcca.scrol.net/species/Tychonema-bornetii-var-intermedia		
Tychonema bourrellyi	Tychonema bourrellyi	https://norcca.scrol.net/species/Tychonema-bourrellyi	615642	exact
Tychonema sp.				
Tychonema sp. (?)				
Ulothrix sp.				
Ulothrix speciosa	Ulothrix speciosa	https://norcca.scrol.net/species/Ulothrix-speciosa	145930	exact
Ulvaria fusca	Ulvaria fusca	https://norcca.scrol.net/species/Ulvaria-fusca	145947	exact
Ulvella aequicrassa	Ulvella aequicrassa	https://norcca.scrol.net/species/Ulvella-aequicrassa	838115	exact
Ulvella dasycala	Ulvella dasycala	https://norcca.scrol.net/species/Ulvella-dasycala	838116	exact
Ulvella endostraca	Ulvella endostraca	https://norcca.scrol.net/species/Ulvella-endostraca	732251	exact
Ulvella gigas	Ulvella gigas	https://norcca.scrol.net/species/Ulvella-gigas	838117	exact
Ulvella glabra	Ulvella glabra	https://norcca.scrol.net/species/Ulvella-glabra	838118	exact
Ulvella heteroclada	Ulvella heteroclada	https://norcca.scrol.net/species/Ulvella-heteroclada	732253	exact
Ulvella inopinata	Ulvella inopinata	https://norcca.scrol.net/species/Ulvella-inopinata	838122	exact
Ulvella lens	Ulvella lens	https://norcca.scrol.net/species/Ulvella-lens	144886	exact
Ulvella leptochaete	Ulvella leptochaete	https://norcca.scrol.net/species/Ulvella-leptochaete	732246	exact
Ulvella marchantiae	Ulvella marchantiae	https://norcca.scrol.net/species/Ulvella-marchantiae	732254	exact
Ulvella operculata	Ulvella operculata	https://norcca.scrol.net/species/Ulvella-operculata	732255	exact
Ulvella pachypes	Ulvella pachypes	https://norcca.scrol.net/species/Ulvella-pachypes	838128	exact
Ulvella parasitica	Ulvella parasitica	https://norcca.scrol.net/species/Ulvella-parasitica	732256	exact
Ulvella parasitica f. zosterae	Ulvella parasitica f. zosterae	https://norcca.scrol.net/species/Ulvella-parasitica-f-zosterae		
Ulvella pseudorepens	Ulvella pseudorepens	https://norcca.scrol.net/species/Ulvella-pseudorepens	838129	exact
Ulvella ramosa	Ulvella ramosa	https://norcca.scrol.net/species/Ulvella-ramosa	838145	exact
Ulvella repens	Ulvella repens	https://norcca.scrol.net/species/Ulvella-repens	732257	exact
Ulvella scutata	Ulvella scutata	https://norcca.scrol.net/species/Ulvella-scutata	732330	exact
Ulvella setchellii	Ulvella setchellii	https://norcca.scrol.net/species/Ulvella-setchellii	144888	exact
Ulvella sp.				
Ulvella vacuospora	Ulvella vacuospora	https://norcca.scrol.net/species/Ulvella-vacuospora	838130	exact
Ulvella viridis	Ulvella viridis	https://norcca.scrol.net/species/Ulvella-viridis	732259	exact
Ulvella waernii	Ulvella waernii	https://norcca.scrol.net/species/Ulvella-waernii	838131	exact
Ulvella witrockii	Ulvella witrockii	https://norcca.scrol.net/species/Ulvella-witrockii	732245	phonetic
Undetermined Cymatosiraceae	Undetermined Cymatosiraceae			
Unident. chlorophyte sp.				
Unident. chrysophyte sp.				
Unident. cyanophyte sp.				
unident. desmid sp.				
Unident. diatom				
Unident. diatom sp.				
Unident. Euglenophyte sp.				
Unident. Eustigmatotophyte sp.				
Unident. sp.				
Unidentified				
Unidentified chroococcal species				
Unidentified chrysophycean				
Unidentified coccolithophyceaen sp.				
Unidentified colonies				
Unidentified dinoflagellate				
Unidentified green alga				
Unidentified Microchaetaceae species				
Unidentified pelagophyceae				
Unidentified pennales				
unidentified picoflagellate				
Unidentified trichal species				
Unidentified, marine flagellate				
unknown pennate diatom				
Vacuolaria cf. virescens	Vacuolaria virescens	https://norcca.scrol.net/species/Vacuolaria-cf-virescens	375675	exact
Vaucheria bursata	Vaucheria bursata	https://norcca.scrol.net/species/Vaucheria-bursata	240524	exact
Vaucheria bursata s.l.				
Vaucheria canalicularis	Vaucheria canalicularis	https://norcca.scrol.net/species/Vaucheria-canalicularis	238754	exact
Vaucheria coronata	Vaucheria coronata	https://norcca.scrol.net/species/Vaucheria-coronata	146020	exact
Vaucheria dichotoma	Vaucheria dichotoma	https://norcca.scrol.net/species/Vaucheria-dichotoma	146021	exact
Vaucheria dillwynii	Vaucheria dillwynii	https://norcca.scrol.net/species/Vaucheria-dillwynii	656435	exact
Vaucheria erythrospora	Vaucheria erythrospora	https://norcca.scrol.net/species/Vaucheria-erythrospora	146022	exact
Vaucheria frigida	Vaucheria frigida	https://norcca.scrol.net/species/Vaucheria-frigida	555953	exact
Vaucheria frigida s.l.				
Vaucheria litorea	Vaucheria litorea	https://norcca.scrol.net/species/Vaucheria-litorea	146024	exact
Vaucheria prona	Vaucheria prona	https://norcca.scrol.net/species/Vaucheria-prona	610095	exact
Vaucheria synandra	Vaucheria synandra	https://norcca.scrol.net/species/Vaucheria-synandra	146031	exact
Vaucheria taylorii	Vaucheria taylorii	https://norcca.scrol.net/species/Vaucheria-taylorii	616341	exact
Vitrella brassicaeformis	Vitrella brassicaeformis	https://norcca.scrol.net/species/Vitrella-brassicaeformis	837991	near_1
Vitreochlamys fluviatilis	Vitreochlamys fluviatilis	https://norcca.scrol.net/species/Vitreochlamys-fluviatilis	637365	exact
Volvox aureus	Volvox aureus	https://norcca.scrol.net/species/Volvox-aureus	578347	exact
Volvox globator	Volvox globator	https://norcca.scrol.net/species/Volvox-globator	608656	exact
Woloszynskia pascheri	Woloszynskia pascheri	https://norcca.scrol.net/species/Woloszynskia-pascheri	109910	exact
Woronichinia naegeliana	Woronichinia naegeliana	https://norcca.scrol.net/species/Woronichinia-naegeliana	146618	exact
Xanthidium antilopaeum	Xanthidium antilopaeum	https://norcca.scrol.net/species/Xanthidium-antilopaeum	577683	exact
Zygnema sp.				
Zygnema subcylindricum	Zygnema subcylindricum	https://norcca.scrol.net/species/Zygnema-subcylindricum	614102	exact
